expected_from_text	expected_from_uid	expected_split_forms	expected_split_tags	issue_type	source_file	source_id	split_forms_here	split_tags_here	text	token_form	uid
Eyodi dowediteloco naodigijedi micoataGa daGa me lionigipi	ee1a1190-7803-404c-83f6-49d3ccf63b0d	"[""me"", ""i"", ""ca"", ""wa"", ""taGa""]"	"[""c"", ""Gnr"", ""Ncl"", ""Plu"", ""Apl""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/van-data.json	van-data	"[""me"", ""i"", ""ca""]"	"["""", """", """"]"	aGeyo mica inikGigi	me@	27d94732-46ea-4286-a1d4-b2861806a579
Eyodi dowediteloco naodigijedi micoataGa daGa me lionigipi	ee1a1190-7803-404c-83f6-49d3ccf63b0d	"[""me"", ""i"", ""ca"", ""wa"", ""taGa""]"	"[""c"", ""Gnr"", ""Ncl"", ""Plu"", ""Apl""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/van-data.json	van-data	"[""me"", ""i"", ""di""]"	"["""", """", """"]"	aGidedonaGa midi Godoigi	me@	d3952c8a-1ac1-4255-be0b-63978fdf368b
Eyodi dowediteloco naodigijedi micoataGa daGa me lionigipi	ee1a1190-7803-404c-83f6-49d3ccf63b0d	"[""me"", ""i"", ""ca"", ""wa"", ""taGa""]"	"[""c"", ""Gnr"", ""Ncl"", ""Plu"", ""Apl""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/van-data.json	van-data	"[""me"", ""i"", ""di""]"	"["""", """", """"]"	aGide jonaGa midi Godoigi	me@	fbae0277-3aad-4812-9229-94179b5a97a0
jipacaGataGagitiwaji	e9b78452-925e-458b-848a-d52ab76f6840	"[""j"", ""pegi"", ""Ga"", ""taGa"", ""gi"", ""ti"", ""waji""]"	"[""Erg"", ""v"", ""Plu"", ""Apl"", ""Gnr"", """", ""Tot""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/van-data.json	van-data	"[""j"", ""pegi"", ""Ga"", ""taGa"", ""gi"", ""ti"", ""waji""]"	"[""Erg"", ""v"", ""Plu"", ""Apl"", ""Gnr"", """", ""Tot""]"	jipacaGataGagitiwaji	jipacaGataGagitiwaji	e9b78452-925e-458b-848a-d52ab76f6840
NiGidoa waca lotiidi dapicoGo	8dda04f0-f7e8-46d6-b41d-b65dd214f01b	"[""l"", ""otiidi""]"	"[""Gen"", ""n""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/ped-gramm.json	ped-gramm	"[""l"", ""otiidi""]"	"["""", """"]"	niGidowa waca lotiidi dapikoGo	lotiidi	d3e098e5-4edd-4c24-81cf-78ff4a4d398c
Etogoli iwaGadi adakake lojetedi	1ab7fa26-ed92-4d55-98d0-0d76396373f0	"[""aG"", ""d"", ""akake""]"	"[""Neg"", ""Inv"", ""v""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/ped-gramm.json	ped-gramm	"[""aG"", ""d"", ""akake""]"	"["""", ""Inv"", ""v""]"	etogo aneiwaGadi adakake lojedi .	adakake	2c0248b3-8f68-46e9-b41c-9f7807572c87
Etogoli iwaGadi adakake lojetedi	1ab7fa26-ed92-4d55-98d0-0d76396373f0	"[""aG"", ""d"", ""akake""]"	"[""Neg"", ""Inv"", ""v""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/ped-gramm.json	ped-gramm	"[""aG"", ""d"", ""akake""]"	"["""", ""Inv"", ""v""]"	etogo adakake lojedi	adakake	73ceda1b-be14-4e75-9b1e-2a490d7df366
Etogoli iwaGadi adakake lojetedi	1ab7fa26-ed92-4d55-98d0-0d76396373f0	"[""aG"", ""d"", ""akake""]"	"[""Neg"", ""Inv"", ""v""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/hil-data.json	hil-data	"[""aG"", ""dakake""]"	"[""Neg"", """"]"	Etogo ane iwaGadi adakake loojedi	adakake	1d10c633-e74d-4e27-ac23-6b6b2dde9647
etogo aneiwaGadi adakake lojedi .	2c0248b3-8f68-46e9-b41c-9f7807572c87	"[""l"", ""ojedi""]"	"[""Gen"", ""n""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/ped-gramm.json	ped-gramm	"[""l"", ""ojedi""]"	"["""", """"]"	etogo adakake lojedi	lojedi	73ceda1b-be14-4e75-9b1e-2a490d7df366
etogo aneiwaGadi adakake lojedi .	2c0248b3-8f68-46e9-b41c-9f7807572c87	"[""l"", ""ojedi""]"	"[""Gen"", ""n""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/hil-data.json	hil-data	"[""l"", ""ojedi""]"	"["""", """"]"	Etogo aneiwaGadi adakake lojedi	lojedi	e349508c-4d86-48b8-9918-057988755e77
etogo aneiwaGadi adakake lojedi .	2c0248b3-8f68-46e9-b41c-9f7807572c87	"[""l"", ""ojedi""]"	"[""Gen"", ""n""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/hil-data.json	hil-data	"[""l"", ""ojedi""]"	"["""", """"]"	Nigidiwa noGojedi lixagotaGaGa adakake lojedi	lojedi	83fdcd4c-338f-4a9f-8545-da8539e67e9d
etogoli dakake lojetedi	bf632295-26f8-4ee6-979f-33f090ef0471	"[""l"", ""oojedi"", ""tedi""]"	"[""Gen"", ""n"", ""Plu""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/van-data.json	van-data	"[""l"", ""oje"", ""tedi""]"	"["""", """", """"]"	niwatece iwaGadi noxilece lojetedi	lojetedi	947061b4-7b73-4612-8aa8-0af0e04cbc85
NiGidoa waca lotiidi dapicoGo	8dda04f0-f7e8-46d6-b41d-b65dd214f01b	"[""d"", ""apicoGo""]"	"[""Inv"", ""v""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/van-data.json	van-data	"[""d"", ""apikoGo""]"	"["""", """"]"	idowa waca lotiidi dapicoGo	dapicoGo	278e4c5c-aaab-4ca3-8f5e-277610fb80c2
naGani wetiGa liwaGatena	46190f73-f21e-4073-b09c-8b2d17c6668e	"[""l"", ""iwaaGa"", ""te"", ""na""]"	"[""Gen"", ""v"", """", ""Dim""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/van-data.json	van-data	"[""l"", ""iwaaGa"", ""te"", ""na""]"	"[""Gen"", ""v"", """", ""Dim""]"	naGani wetiGa liwaGatena	liwaGatena	46190f73-f21e-4073-b09c-8b2d17c6668e
idiwa noGojedi lixagotaGaGa adakake loojedi	fad6e8d3-1e9f-451c-aaa7-fd28aecfd967	"[""i"", ""di"", ""wa""]"	"[""Gnr"", ""Ncl"", ""Plu""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/van-data.json	van-data	"[""i"", ""di"", ""wa""]"	"["""", """", """"]"	idiwa wetiadi iwaGadi	idiwa	6459c008-b2ad-4517-8227-b525616b720d
idiwa noGojedi lixagotaGaGa adakake loojedi	fad6e8d3-1e9f-451c-aaa7-fd28aecfd967	"[""i"", ""di"", ""wa""]"	"[""Gnr"", ""Ncl"", ""Plu""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/van-data.json	van-data	"[""i"", ""di"", ""wa""]"	"["""", """", """"]"	idiwa leonigipi Maria libinienigipi	idiwa	f240dcfe-ca05-42aa-8644-07b9e3464e1a
ee aGica inikeGegi	c3c548d7-b154-437e-9baf-541a1bbbab6e	"[""aG"", ""i"", ""ca""]"	"[""Neg"", ""Gnr"", ""Ncl""]"	token_with_incomplete_splits_but_fuller_analysis_elsewhere	data/van-data.json	van-data	"[""aG"", ""i"", ""ca""]"	"[""Neg"", """", """"]"	aGica daGa jipegitege	aGica	d3095a7e-477d-405e-9ea2-85bfdacad7d3
