sent_ordinal	sent_uid	sent_text	text_pt_br	visible	path	container_uid	container_id	container_title	token_ordinal	token_p	token_form	token_tag_source	token_level	token_gloss_br	split_obj_json	split_count	split_forms	split_tags	split_glosses_br	split_fns	split_idxs	chunk_memberships	proto_conllu_id	proto_conllu_form	proto_conllu_misc_json	proto_token_range
7	435e4b10-ab78-4ee3-84b0-7773dbe10bf7	ǥawenigi eliodi me libinienigi	A sua comida é muito bonita .		$.pages[0].sentences[6]	ffef8450-e302-4882-8306-e5998d31f584			4	4	libinienigi	N$	4	bonito		3	l|ibinie|nigi	Gen|n|Dim	||masc	||	||	IP-MAT[l=0]|NP[l=1]|CP-me[l=2]|IP-SUB[l=3]|NP[l=4]				
8	cf44903e-0c33-44bc-a146-1fb8a4ccb973	Niǥijo liwenigi libinienigi	Aquela comida dela é bonita .		$.pages[0].sentences[7]	ffef8450-e302-4882-8306-e5998d31f584			1	1	Niǥijo	D	1	este		3	nG|i|jo	Anf|Gnr|Ncl	||	||	||	IP-MAT[l=0]|NP-SBJ[l=1]				
8	cf44903e-0c33-44bc-a146-1fb8a4ccb973	Niǥijo liwenigi libinienigi	Aquela comida dela é bonita .		$.pages[0].sentences[7]	ffef8450-e302-4882-8306-e5998d31f584			2	2	liwenigi	N$	1			0						IP-MAT[l=0]|NP-SBJ[l=1]				
8	cf44903e-0c33-44bc-a146-1fb8a4ccb973	Niǥijo liwenigi libinienigi	Aquela comida dela é bonita .		$.pages[0].sentences[7]	ffef8450-e302-4882-8306-e5998d31f584			3	3	libinienigi	N$	1	bonito		3	l|ibinie|nigi	Gen|n|Dim	||masc	||	||	IP-MAT[l=0]|NP-PRD[l=1]				
9	0ca977cd-2edf-45d9-b958-068648aebef9	Nigida niwenigi eliodi me dakake loojedi	Aquela comida é muito cara .		$.pages[0].sentences[8]	ffef8450-e302-4882-8306-e5998d31f584			1	1	Nigida	D	1	este		3	niG|i|da	Dem|Gnr|Ncl	||	||	||	IP-MAT[l=0]|NP[l=1]				
9	0ca977cd-2edf-45d9-b958-068648aebef9	Nigida niwenigi eliodi me dakake loojedi	Aquela comida é muito cara .		$.pages[0].sentences[8]	ffef8450-e302-4882-8306-e5998d31f584			2	2	niwenigi	N$	1			0						IP-MAT[l=0]|NP[l=1]				
9	0ca977cd-2edf-45d9-b958-068648aebef9	Nigida niwenigi eliodi me dakake loojedi	Aquela comida é muito cara .		$.pages[0].sentences[8]	ffef8450-e302-4882-8306-e5998d31f584			3	3	eliodi	ADJ	1	grande		0						IP-MAT[l=0]|NP[l=1]				
9	0ca977cd-2edf-45d9-b958-068648aebef9	Nigida niwenigi eliodi me dakake loojedi	Aquela comida é muito cara .		$.pages[0].sentences[8]	ffef8450-e302-4882-8306-e5998d31f584			4	4	me	C	2	que		0						IP-MAT[l=0]|NP[l=1]|CP-me[l=2]				
9	0ca977cd-2edf-45d9-b958-068648aebef9	Nigida niwenigi eliodi me dakake loojedi	Aquela comida é muito cara .		$.pages[0].sentences[8]	ffef8450-e302-4882-8306-e5998d31f584			5	5	dakake	ADJ	4	duro		2	d|akake	Inv|v	|	|	|	IP-MAT[l=0]|NP[l=1]|CP-me[l=2]|IP-SUB[l=3]|NP[l=4]				
9	0ca977cd-2edf-45d9-b958-068648aebef9	Nigida niwenigi eliodi me dakake loojedi	Aquela comida é muito cara .		$.pages[0].sentences[8]	ffef8450-e302-4882-8306-e5998d31f584			6	6	loojedi	N$	4	vingança/preço		0						IP-MAT[l=0]|NP[l=1]|CP-me[l=2]|IP-SUB[l=3]|NP[l=4]				
10	559ba85f-edfc-48dc-9bfb-0c3f8e5ad887	NaGajo lomigo Pedilo idei madi niwatece	Aquele anzol do Pedro está na canoa .		$.pages[0].sentences[9]	ffef8450-e302-4882-8306-e5998d31f584			1	1	NaGajo	PRO$	1	dela		3	nG|a|jo	Dem|Gnr|Ncl	||	||	||	IP-MAT[l=0]|NP[l=1]				
10	559ba85f-edfc-48dc-9bfb-0c3f8e5ad887	NaGajo lomigo Pedilo idei madi niwatece	Aquele anzol do Pedro está na canoa .		$.pages[0].sentences[9]	ffef8450-e302-4882-8306-e5998d31f584			2	2	lomigo	N$	2	anzol		0						IP-MAT[l=0]|NP[l=1]|NP[l=2]				
10	559ba85f-edfc-48dc-9bfb-0c3f8e5ad887	NaGajo lomigo Pedilo idei madi niwatece	Aquele anzol do Pedro está na canoa .		$.pages[0].sentences[9]	ffef8450-e302-4882-8306-e5998d31f584			3	3	Pedilo	NPR	2			0						IP-MAT[l=0]|NP[l=1]|NP[l=2]				
10	559ba85f-edfc-48dc-9bfb-0c3f8e5ad887	NaGajo lomigo Pedilo idei madi niwatece	Aquele anzol do Pedro está na canoa .		$.pages[0].sentences[9]	ffef8450-e302-4882-8306-e5998d31f584			4	4	idei	VB	0	fica		2	i|dei	Erg|v	3|ficar(permanente)	|	|	IP-MAT[l=0]				
10	559ba85f-edfc-48dc-9bfb-0c3f8e5ad887	NaGajo lomigo Pedilo idei madi niwatece	Aquele anzol do Pedro está na canoa .		$.pages[0].sentences[9]	ffef8450-e302-4882-8306-e5998d31f584			5	5	me@	C	1	que o	"{""v"": ""madi"", ""t"": ""C+D"", ""idx"": 0}"	3	me|a|di	||	||	True||	||	IP-MAT[l=0]|CP-me[l=1]				
10	559ba85f-edfc-48dc-9bfb-0c3f8e5ad887	NaGajo lomigo Pedilo idei madi niwatece	Aquele anzol do Pedro está na canoa .		$.pages[0].sentences[9]	ffef8450-e302-4882-8306-e5998d31f584			6	6	@adi	D	3		"{""idx"": 1}"	0						IP-MAT[l=0]|CP-me[l=1]|IP-SUB[l=2]|NP[l=3]				
10	559ba85f-edfc-48dc-9bfb-0c3f8e5ad887	NaGajo lomigo Pedilo idei madi niwatece	Aquele anzol do Pedro está na canoa .		$.pages[0].sentences[9]	ffef8450-e302-4882-8306-e5998d31f584			7	7	niwatece	N$	3	canoa		2	n|watece	Ant|n	|canoa	|	|	IP-MAT[l=0]|CP-me[l=1]|IP-SUB[l=2]|NP[l=3]				
11	92838eda-ef9b-4f05-a5eb-38a4709c0337	Naǥajo lomigo niganigawanigi madi niwatece	Aquele anzol do menino é na canoa .		$.pages[0].sentences[10]	ffef8450-e302-4882-8306-e5998d31f584			1	1	Naǥajo	PRO$	2	dela		3	nG|a|jo	Dem|Gnr|Ncl	||	||	||	IP-MAT[l=0]|NP[l=1]|NP[l=2]				
11	92838eda-ef9b-4f05-a5eb-38a4709c0337	Naǥajo lomigo niganigawanigi madi niwatece	Aquele anzol do menino é na canoa .		$.pages[0].sentences[10]	ffef8450-e302-4882-8306-e5998d31f584			2	2	lomigo	N$	2	anzol		0						IP-MAT[l=0]|NP[l=1]|NP[l=2]				
11	92838eda-ef9b-4f05-a5eb-38a4709c0337	Naǥajo lomigo niganigawanigi madi niwatece	Aquele anzol do menino é na canoa .		$.pages[0].sentences[10]	ffef8450-e302-4882-8306-e5998d31f584			3	3	niganigawanigi	N$	1			0						IP-MAT[l=0]|NP[l=1]				
11	92838eda-ef9b-4f05-a5eb-38a4709c0337	Naǥajo lomigo niganigawanigi madi niwatece	Aquele anzol do menino é na canoa .		$.pages[0].sentences[10]	ffef8450-e302-4882-8306-e5998d31f584			4	4	me@	C	2	que o	"{""v"": ""madi"", ""t"": ""C+D"", ""idx"": 0}"	3	me|a|di	||	||	True||	||	IP-MAT[l=0]|NP[l=1]|CP-me[l=2]				
11	92838eda-ef9b-4f05-a5eb-38a4709c0337	Naǥajo lomigo niganigawanigi madi niwatece	Aquele anzol do menino é na canoa .		$.pages[0].sentences[10]	ffef8450-e302-4882-8306-e5998d31f584			5	5	@adi	D	4		"{""idx"": 1}"	0						IP-MAT[l=0]|NP[l=1]|CP-me[l=2]|IP-SUB[l=3]|NP[l=4]				
11	92838eda-ef9b-4f05-a5eb-38a4709c0337	Naǥajo lomigo niganigawanigi madi niwatece	Aquele anzol do menino é na canoa .		$.pages[0].sentences[10]	ffef8450-e302-4882-8306-e5998d31f584			6	6	niwatece	N$	4	canoa		2	n|watece	Ant|n	|canoa	|	|	IP-MAT[l=0]|NP[l=1]|CP-me[l=2]|IP-SUB[l=3]|NP[l=4]				
12	3a7e213b-323e-4694-bad9-47091f3533f5	Te ee nigotaǥa	Estou na cidade .		$.pages[0].sentences[11]	ffef8450-e302-4882-8306-e5998d31f584			1	1	Te	VB	0			0						IP-MAT[l=0]				
12	3a7e213b-323e-4694-bad9-47091f3533f5	Te ee nigotaǥa	Estou na cidade .		$.pages[0].sentences[11]	ffef8450-e302-4882-8306-e5998d31f584			2	2	ee	D	1	eu		0						IP-MAT[l=0]|NP[l=1]				
12	3a7e213b-323e-4694-bad9-47091f3533f5	Te ee nigotaǥa	Estou na cidade .		$.pages[0].sentences[11]	ffef8450-e302-4882-8306-e5998d31f584			3	3	nigotaǥa	N	1	cidade		0						IP-MAT[l=0]|NP[l=1]				
13	0de3d311-348a-4107-a191-9fc3f960c249	niǥijoa lionaga iwalo idei mijotaǥa	Aqueles filhos da mulher estão com eles .		$.pages[0].sentences[12]	ffef8450-e302-4882-8306-e5998d31f584			1	1	niǥijoa	D	2			0						IP-MAT[l=0]|NP[l=1]|NP[l=2]				
13	0de3d311-348a-4107-a191-9fc3f960c249	niǥijoa lionaga iwalo idei mijotaǥa	Aqueles filhos da mulher estão com eles .		$.pages[0].sentences[12]	ffef8450-e302-4882-8306-e5998d31f584			2	2	lionaga	N$	2			0						IP-MAT[l=0]|NP[l=1]|NP[l=2]				
13	0de3d311-348a-4107-a191-9fc3f960c249	niǥijoa lionaga iwalo idei mijotaǥa	Aqueles filhos da mulher estão com eles .		$.pages[0].sentences[12]	ffef8450-e302-4882-8306-e5998d31f584			3	3	iwalo	N	1	mulher		2	iwa|lo	n|Cla	mulher|cla	|	|	IP-MAT[l=0]|NP[l=1]				
13	0de3d311-348a-4107-a191-9fc3f960c249	niǥijoa lionaga iwalo idei mijotaǥa	Aqueles filhos da mulher estão com eles .		$.pages[0].sentences[12]	ffef8450-e302-4882-8306-e5998d31f584			4	4	idei	VB	0	fica		2	i|dei	Erg|v	3|ficar(permanente)	|	|	IP-MAT[l=0]				
13	0de3d311-348a-4107-a191-9fc3f960c249	niǥijoa lionaga iwalo idei mijotaǥa	Aqueles filhos da mulher estão com eles .		$.pages[0].sentences[12]	ffef8450-e302-4882-8306-e5998d31f584			5	5	mijotaǥa	CD	0	com ele		0						IP-MAT[l=0]				
14	4e9130da-80fd-4ac2-8665-956c95b299e2	dibixodi ideiticoaci maditaǥa	As formigas estão nela .		$.pages[0].sentences[13]	ffef8450-e302-4882-8306-e5998d31f584			1	1	dibixodi	N	1	formiga		0						IP-MAT[l=0]|NP[l=1]				
14	4e9130da-80fd-4ac2-8665-956c95b299e2	dibixodi ideiticoaci maditaǥa	As formigas estão nela .		$.pages[0].sentences[13]	ffef8450-e302-4882-8306-e5998d31f584			2	2	ideiticoaci	VBAPL	0			0						IP-MAT[l=0]				
14	4e9130da-80fd-4ac2-8665-956c95b299e2	dibixodi ideiticoaci maditaǥa	As formigas estão nela .		$.pages[0].sentences[13]	ffef8450-e302-4882-8306-e5998d31f584			3	3	maditaǥa	CD	0	com ela		0						IP-MAT[l=0]				
15	baccc279-f303-4b4f-a6d7-4404de699f4a	Iwalepodi libinienigipi .	As mulheres estão bonitas .		$.pages[0].sentences[14]	ffef8450-e302-4882-8306-e5998d31f584			1	1	Iwalepodi	N	1	mulheres		0						IP-MAT[l=0]|NP-SBJ[l=1]				
15	baccc279-f303-4b4f-a6d7-4404de699f4a	Iwalepodi libinienigipi .	As mulheres estão bonitas .		$.pages[0].sentences[14]	ffef8450-e302-4882-8306-e5998d31f584			2	2	libinienigipi	N$	1	suas belezas		0						IP-MAT[l=0]|NP-PRD[l=1]				
15	baccc279-f303-4b4f-a6d7-4404de699f4a	Iwalepodi libinienigipi .	As mulheres estão bonitas .		$.pages[0].sentences[14]	ffef8450-e302-4882-8306-e5998d31f584			3	3	.	PUNC	0			0						IP-MAT[l=0]				
16	af474637-80f3-4001-884c-4d5f452fb573	Ninitibeci .	Ela está feliz .		$.pages[0].sentences[15]	ffef8450-e302-4882-8306-e5998d31f584			1	1	Ninitibeci	VB				0						IP-MAT				
16	af474637-80f3-4001-884c-4d5f452fb573	Ninitibeci .	Ela está feliz .		$.pages[0].sentences[15]	ffef8450-e302-4882-8306-e5998d31f584			2	2	.	PUNC				0						IP-MAT				
17	8f297896-5ee6-461f-86e3-0d4d4ef5a661	ninitibeci naǥada .	Ela está feliz .		$.pages[0].sentences[16]	ffef8450-e302-4882-8306-e5998d31f584			1	1	ninitibeci	VB	0			0						IP-MAT[l=0]				
17	8f297896-5ee6-461f-86e3-0d4d4ef5a661	ninitibeci naǥada .	Ela está feliz .		$.pages[0].sentences[16]	ffef8450-e302-4882-8306-e5998d31f584			2	2	naǥada	D	0			0						IP-MAT[l=0]				
17	8f297896-5ee6-461f-86e3-0d4d4ef5a661	ninitibeci naǥada .	Ela está feliz .		$.pages[0].sentences[16]	ffef8450-e302-4882-8306-e5998d31f584			3	3	.	PUNC	0			0						IP-MAT[l=0]				
18	4855882d-49f1-4035-bd12-73abf82df995	Ninitibeci naǥadi .	Ela está feliz .		$.pages[0].sentences[17]	ffef8450-e302-4882-8306-e5998d31f584			1	1	Ninitibeci	VB				0						IP-MAT				
18	4855882d-49f1-4035-bd12-73abf82df995	Ninitibeci naǥadi .	Ela está feliz .		$.pages[0].sentences[17]	ffef8450-e302-4882-8306-e5998d31f584			2	2	naǥadi					0						IP-MAT				
18	4855882d-49f1-4035-bd12-73abf82df995	Ninitibeci naǥadi .	Ela está feliz .		$.pages[0].sentences[17]	ffef8450-e302-4882-8306-e5998d31f584			3	3	.	PUNC				0						IP-MAT				
19	d489d970-e6b1-42e3-add2-2221f2fb1fad	naǥada iwaǥadi	Ela está pesada		$.pages[0].sentences[18]	ffef8450-e302-4882-8306-e5998d31f584			1	1	naǥada	D	1			0						IP-MAT[l=0]|NP[l=1]				
19	d489d970-e6b1-42e3-add2-2221f2fb1fad	naǥada iwaǥadi	Ela está pesada		$.pages[0].sentences[18]	ffef8450-e302-4882-8306-e5998d31f584			2	2	iwaǥadi	VB	0			0						IP-MAT[l=0]				
20	23b27bf4-3694-4053-8f74-b3c739fc8ee2	naǥadi iwaǥadi	Ela está pesada.		$.pages[0].sentences[19]	ffef8450-e302-4882-8306-e5998d31f584			1	1	naǥadi					0						IP-MAT				
20	23b27bf4-3694-4053-8f74-b3c739fc8ee2	naǥadi iwaǥadi	Ela está pesada.		$.pages[0].sentences[19]	ffef8450-e302-4882-8306-e5998d31f584			2	2	iwaǥadi					0						IP-MAT				
21	85801af7-8128-4d85-a7bd-a182d5dc58a5	Naǥana iwaǥadi	Ela está pesada.		$.pages[0].sentences[20]	ffef8450-e302-4882-8306-e5998d31f584			1	1	Naǥana					0						IP-MAT				
21	85801af7-8128-4d85-a7bd-a182d5dc58a5	Naǥana iwaǥadi	Ela está pesada.		$.pages[0].sentences[20]	ffef8450-e302-4882-8306-e5998d31f584			2	2	iwaǥadi					0						IP-MAT				
22	b9d77060-3ac9-4305-ba86-2723cc7cb70a	Ada iwaǥadi	Ela está é pesada.		$.pages[0].sentences[21]	ffef8450-e302-4882-8306-e5998d31f584			1	1	Ada					0						IP-MAT				
22	b9d77060-3ac9-4305-ba86-2723cc7cb70a	Ada iwaǥadi	Ela está é pesada.		$.pages[0].sentences[21]	ffef8450-e302-4882-8306-e5998d31f584			2	2	iwaǥadi					0						IP-MAT				
23	7521cd51-aa9b-4ff6-8d87-a5ce4ca92b6d	Ani iwaǥadi	Ela está é pesada.		$.pages[0].sentences[22]	ffef8450-e302-4882-8306-e5998d31f584			1	1	Ani					0						IP-MAT				
23	7521cd51-aa9b-4ff6-8d87-a5ce4ca92b6d	Ani iwaǥadi	Ela está é pesada.		$.pages[0].sentences[22]	ffef8450-e302-4882-8306-e5998d31f584			2	2	iwaǥadi					0						IP-MAT				
24	96687d35-46ae-4338-9398-ff66a3165b61	Adi iwaǥadi	Ela está é pesada.		$.pages[0].sentences[23]	ffef8450-e302-4882-8306-e5998d31f584			1	1	Adi					0						IP-MAT				
24	96687d35-46ae-4338-9398-ff66a3165b61	Adi iwaǥadi	Ela está é pesada.		$.pages[0].sentences[23]	ffef8450-e302-4882-8306-e5998d31f584			2	2	iwaǥadi					0						IP-MAT				
25	24a9e039-79d0-4026-8824-0d061c2b21ee	naǥana eliodi meninitibeci	Ela é muito feliz .		$.pages[0].sentences[24]	ffef8450-e302-4882-8306-e5998d31f584			1	1	naǥana	D	1	aquela		0						IP-MAT[l=0]|NP-SBJ[l=1]				
25	24a9e039-79d0-4026-8824-0d061c2b21ee	naǥana eliodi meninitibeci	Ela é muito feliz .		$.pages[0].sentences[24]	ffef8450-e302-4882-8306-e5998d31f584			2	2	eliodi	Q	1	muito		0						IP-MAT[l=0]|NP-PRD[l=1]				
25	24a9e039-79d0-4026-8824-0d061c2b21ee	naǥana eliodi meninitibeci	Ela é muito feliz .		$.pages[0].sentences[24]	ffef8450-e302-4882-8306-e5998d31f584			3	3	me@	C	2	que está feliz	"{""v"": ""meninitibeci"", ""t"": ""C+VB"", ""idx"": 0}"	2	me|ninitibeci	|	|	True|	|	IP-MAT[l=0]|NP-PRD[l=1]|CP-me[l=2]				
25	24a9e039-79d0-4026-8824-0d061c2b21ee	naǥana eliodi meninitibeci	Ela é muito feliz .		$.pages[0].sentences[24]	ffef8450-e302-4882-8306-e5998d31f584			4	4	@ninitibeci	VB	3		"{""idx"": 1}"	0						IP-MAT[l=0]|NP-PRD[l=1]|CP-me[l=2]|IP-SUB[l=3]				
26	fba05264-0e3c-4248-8211-3ac87c64c2e6	Dapicoǥo	Ela é quente .		$.pages[0].sentences[25]	ffef8450-e302-4882-8306-e5998d31f584			1	1	Dapicoǥo	VB				0						IP-MAT				
27	f9af3f8f-3b06-4756-8676-b5ffb2c24b44	Dapipocoǥo	Ela está quente .		$.pages[0].sentences[26]	ffef8450-e302-4882-8306-e5998d31f584			1	1	Dapipocoǥo					0						IP-MAT				
28	fab37d81-bb9b-4e20-a8f5-3b3969ee86d1	libiniena	Ele está bonito .		$.pages[0].sentences[27]	ffef8450-e302-4882-8306-e5998d31f584			1	1	libiniena	N$	1	beleza		0						IP-MAT[l=0]|NP[l=1]				
29	0b9bddcd-f6af-4281-80a9-cac2377d0af1	libinienigi	Ele é bonito.		$.pages[0].sentences[28]	ffef8450-e302-4882-8306-e5998d31f584			1	1	libinienigi					0						IP-MAT				
30	38c689d8-332d-4406-b236-de4593e4853a	Dapicoǥo	Ele é quente .		$.pages[0].sentences[29]	ffef8450-e302-4882-8306-e5998d31f584			1	1	Dapicoǥo					0						IP-MAT				
