sent_id	dependent_position	dependent	head_position	head	deprel	rule	gold_sent_id	sent_uid	gold_dependent_id	gold_dependent	gold_head_id	gold_head	gold_deprel	comparison	token_alignment
van-data,0.6	2	GanaaginaGa	1	lotaGa	nmod:poss	possessive-np-possessor	van-data-6	3e518fdb-d852-41e5-87a4-f8778597c2a1	2	GanaaginaGa	1	lotaGa	nmod:poss	MATCH	FINAL_PUNCT_IGNORED
van-data,0.7	2	Gadodawa	1	lotaGa	nmod:poss	possessive-np-possessor	van-data-7	ee540050-e6fa-424e-9252-fd0b9312769d	2	Gadodawa	1	lotaGa	nmod:poss	MATCH	FINAL_PUNCT_IGNORED
van-data,0.10							van-data-10	0c38eab8-c6b0-4f02-bf05-27ea6285fe70	2	eliodi	4	libinienigi	det	GOLD_ONLY	FINAL_PUNCT_IGNORED
van-data,0.11							van-data-11	a85fda39-1575-4120-9432-8fb534ebdbd2	1	niGida	2	liwenigi	det	GOLD_ONLY	FINAL_PUNCT_IGNORED
van-data,0.12							van-data-12	a1e15803-1e5e-481f-8137-a84beac6cbcc	1	niGida	2	niwenigi	det	GOLD_ONLY	FINAL_PUNCT_IGNORED
van-data,0.13	1	naGajo	2	lomiigo	det	possessive-np-determiner	van-data-13	e9806e26-701d-4f5f-9ca9-63216cccf3d0	1	naGajo	2	lomigo	det	MATCH	FINAL_PUNCT_IGNORED;FORM_MISMATCHES=2
van-data,0.13	3	Pedro	2	lomiigo	nmod:poss	possessive-np-possessor	van-data-13	e9806e26-701d-4f5f-9ca9-63216cccf3d0	3	Pedro	2	lomigo	nmod:poss	MATCH	FINAL_PUNCT_IGNORED;FORM_MISMATCHES=2
van-data,0.14	1	naGajo	2	lomiigo	det	possessive-np-determiner	van-data-14	2386b5b5-57d0-4a1f-86c2-73f67561744c	1	naGajo	2	lomiigo	det	MATCH	FINAL_PUNCT_IGNORED
van-data,0.14	3	nigaanigawaanigi	2	lomiigo	nmod:poss	possessive-np-possessor	van-data-14	2386b5b5-57d0-4a1f-86c2-73f67561744c	3	nigaanigawaanigi	2	lomiigo	nmod:poss	MATCH	FINAL_PUNCT_IGNORED
van-data,0.14							van-data-14	2386b5b5-57d0-4a1f-86c2-73f67561744c	5	anitaGa	6	niwatece	det	GOLD_ONLY	FINAL_PUNCT_IGNORED
van-data,0.18							van-data-18	d021bede-064b-4fd5-bb33-6c7cd4279c1b	3	anitaGa	4	nigotaGa	det	GOLD_ONLY	FINAL_PUNCT_IGNORED
van-data,0.19	1	niGijoa	2	lionigipi	det	possessive-np-determiner	van-data-19	e5c65dad-8b04-46da-b965-4921887cbca4	1	niGijoa	2	lionigipi	det	MATCH	FINAL_PUNCT_IGNORED
van-data,0.19	3	iwaalo	2	lionigipi	nmod:poss	possessive-np-possessor	van-data-19	e5c65dad-8b04-46da-b965-4921887cbca4	3	iwaalo	2	lionigipi	nmod:poss	MATCH	FINAL_PUNCT_IGNORED
van-data,0.22							van-data-22	0d6cdbcf-9d99-4eff-8615-149ec22fec5f	1	ajo	2	ninitibeci	det	GOLD_ONLY	FINAL_PUNCT_IGNORED
van-data,0.23							van-data-23	05676093-36c9-4e30-959a-e850447f32a5	1	ajo	2	iwaGadi	det	GOLD_ONLY	FINAL_PUNCT_IGNORED
van-data,0.24							van-data-24	661c62a7-3c8c-4609-b989-017deaae82c6	1	ajo	3	ninitibeci	det	GOLD_ONLY	FINAL_PUNCT_IGNORED
van-data,0.30	1	niGijo	2	lodaajo	det	possessive-np-determiner	van-data-30	0c7e64fb-f070-4faa-a12a-c110cdf4bf16	1	niGijo	2	lodajo	det	MATCH	FINAL_PUNCT_IGNORED;FORM_MISMATCHES=1
van-data,0.30							van-data-30	0c7e64fb-f070-4faa-a12a-c110cdf4bf16	3	ajo	4	lodowa	det	GOLD_ONLY	FINAL_PUNCT_IGNORED;FORM_MISMATCHES=1
van-data,0.30	4	lodowa	2	lodaajo	nmod:poss	possessive-np-possessor	van-data-30	0c7e64fb-f070-4faa-a12a-c110cdf4bf16	4	lodowa	2	lodajo	nmod:poss	MATCH	FINAL_PUNCT_IGNORED;FORM_MISMATCHES=1
van-data,0.30							van-data-30	0c7e64fb-f070-4faa-a12a-c110cdf4bf16	6	ica	8	liGeladi	det	GOLD_ONLY	FINAL_PUNCT_IGNORED;FORM_MISMATCHES=1
van-data,0.30							van-data-30	0c7e64fb-f070-4faa-a12a-c110cdf4bf16	7	digoida	8	liGeladi	det	GOLD_ONLY	FINAL_PUNCT_IGNORED;FORM_MISMATCHES=1
van-data,0.31	1	ica	2	liwigo	det	possessive-np-determiner		5d76c7ee-51ce-47b0-a85d-ddc7f7d33f5f						NO_GOLD_SENTENCE	NOT_ALIGNED
van-data,0.31	3	niganigawanigi	2	liwigo	nmod:poss	possessive-np-possessor		5d76c7ee-51ce-47b0-a85d-ddc7f7d33f5f						NO_GOLD_SENTENCE	NOT_ALIGNED
van-data,0.34							van-data-34	e1acd124-849e-40dc-bbb0-a8b6ed281592	1	niGidiwa	2	wetiadi	det	GOLD_ONLY	FINAL_PUNCT_IGNORED
van-data,0.39							van-data-39	6459c008-b2ad-4517-8227-b525616b720d	1	idiwa	2	wetiadi	det	GOLD_ONLY	FINAL_PUNCT_IGNORED
van-data,0.40	1	niGidowa	3	lotiidi	det	possessive-np-determiner	van-data-40	b4e1df8d-6590-4ce9-9f72-c0b054398c89	1	niGidowa	3	lotiidi	det	MATCH	FINAL_PUNCT_IGNORED
van-data,0.40	2	waca	3	lotiidi	nmod:poss	possessive-np-possessor	van-data-40	b4e1df8d-6590-4ce9-9f72-c0b054398c89	2	waca	3	lotiidi	nmod:poss	MATCH	FINAL_PUNCT_IGNORED
van-data,0.41	1	idowa	3	lotiidi	det	possessive-np-determiner	van-data-41	278e4c5c-aaab-4ca3-8f5e-277610fb80c2	1	idowa	3	lotiidi	det	MATCH	FINAL_PUNCT_IGNORED
van-data,0.41	2	waca	3	lotiidi	nmod:poss	possessive-np-possessor	van-data-41	278e4c5c-aaab-4ca3-8f5e-277610fb80c2	2	waca	3	lotiidi	nmod:poss	MATCH	FINAL_PUNCT_IGNORED
van-data,0.43	1	ijo	3	libinienigi	det	possessive-np-determiner		a2910ce3-a0d2-4eac-bcc3-2da15db88b90						NO_GOLD_SENTENCE	NOT_ALIGNED
van-data,0.43	2	niwigo	3	libinienigi	nmod:poss	possessive-np-possessor		a2910ce3-a0d2-4eac-bcc3-2da15db88b90						NO_GOLD_SENTENCE	NOT_ALIGNED
van-data,0.47	1	idiwa	3	lixagotaGaGa	det	possessive-np-determiner	van-data-47	fad6e8d3-1e9f-451c-aaa7-fd28aecfd967	1	idiwa	2	noGojedi	det	HEAD_MISMATCH	FINAL_PUNCT_IGNORED
van-data,0.47	2	noGojedi	3	lixagotaGaGa	nmod:poss	possessive-np-possessor	van-data-47	fad6e8d3-1e9f-451c-aaa7-fd28aecfd967	2	noGojedi	3	lixagotaGaGa	nmod:poss	MATCH	FINAL_PUNCT_IGNORED
van-data,0.67	1	ijo	2	lemé	det	possessive-np-determiner		6599689a-3fbe-4598-8827-78aceeff3931						NO_GOLD_SENTENCE	NOT_ALIGNED
van-data,0.67	3	Maria	2	lemé	nmod:poss	possessive-np-possessor		6599689a-3fbe-4598-8827-78aceeff3931						NO_GOLD_SENTENCE	NOT_ALIGNED
van-data,0.69	2	niale	1	libiwe	nmod:poss	possessive-np-possessor		30ef1810-38e0-4cef-8db3-4dda590faa09						NO_GOLD_SENTENCE	NOT_ALIGNED
van-data,0.72	1	ijowa	2	leonigipi	det	possessive-np-determiner		b97e5b2f-d0da-4238-8ee6-2c64ded91f76						NO_GOLD_SENTENCE	NOT_ALIGNED
van-data,0.72	3	iwaalo	2	leonigipi	nmod:poss	possessive-np-possessor		b97e5b2f-d0da-4238-8ee6-2c64ded91f76						NO_GOLD_SENTENCE	NOT_ALIGNED
van-data,0.73	3	niweiigi	4	nigotaGa	nmod:poss	possessive-np-possessor		c1b350df-ed1a-4e3b-89a8-a6fa9ca8382e						NO_GOLD_SENTENCE	NOT_ALIGNED
van-data,0.74	4	nigotaGa	3	niweiigi	nmod:poss	possessive-np-possessor		ebff5ffa-8a9d-4f8b-9960-38f70b344c19						NO_GOLD_SENTENCE	NOT_ALIGNED
van-data,0.75	2	liGeladi	1	nigotaGa	nmod:poss	possessive-np-possessor		81048a6f-e084-4b0a-965a-f41fb5c53ff7						NO_GOLD_SENTENCE	NOT_ALIGNED
							ped-gramm-11	fef391af-9e63-419f-8f81-057459193f49	1	ica	3	looligi	det	NO_DONE_TREE	NOT_ALIGNED
							ped-gramm-11	fef391af-9e63-419f-8f81-057459193f49	2	Maria	3	looligi	nmod:poss	NO_DONE_TREE	NOT_ALIGNED
							ped-gramm-17	12147353-b422-4ad7-9bef-1d20e70e2a74	1	ica	2	loigi	det	NO_DONE_TREE	NOT_ALIGNED
							ped-gramm-17	12147353-b422-4ad7-9bef-1d20e70e2a74	3	ijo	4	niganigi	det	NO_DONE_TREE	NOT_ALIGNED
							ped-gramm-17	12147353-b422-4ad7-9bef-1d20e70e2a74	4	niganigi	2	loigi	nmod:poss	NO_DONE_TREE	NOT_ALIGNED
							ped-gramm-21	5d0b94bf-223d-4f09-8c6f-b951a70d6d0b	1	ica	2	nioladi	det	NO_DONE_TREE	NOT_ALIGNED
							ped-gramm-21	5d0b94bf-223d-4f09-8c6f-b951a70d6d0b	3	Ganixoa	2	nioladi	nmod:poss	NO_DONE_TREE	NOT_ALIGNED
							ped-gramm-26	f081c545-c42b-463d-b57f-db87787f20e7	1	João	2	liGeladi	nmod:poss	NO_DONE_TREE	NOT_ALIGNED
							ped-gramm-27	7b810df7-6ed0-4027-b2fe-72c64e9ca1dc	4	ijo	5	naigi	det	NO_DONE_TREE	NOT_ALIGNED
							ped-gramm-27	7b810df7-6ed0-4027-b2fe-72c64e9ca1dc	6	naGajo	5	naigi	nmod:poss	NO_DONE_TREE	NOT_ALIGNED
							ped-gramm-42	aad13f14-bd9a-462a-9a43-68ba69a81519	2	liGeladi	1	nigotaGa	nmod:poss	NO_DONE_TREE	NOT_ALIGNED
							ped-gramm-44	6d2a809e-0d32-4254-9489-f9e356e22493	1	nGida	2	niwenigi	det	NO_DONE_TREE	NOT_ALIGNED
							ped-gramm-45	c25b098d-6b0a-4416-a31d-6d7219685a63	1	João	2	liGeladi	nmod:poss	NO_DONE_TREE	NOT_ALIGNED
							van-data-15	4c41fdf6-0c48-4eb6-91f7-121c21f3e2a7	1	niGijo	2	niganigawaanigi	det	NO_DONE_TREE	NOT_ALIGNED
							van-data-15	4c41fdf6-0c48-4eb6-91f7-121c21f3e2a7	3	lomigo	4	niwatece	nmod:poss	NO_DONE_TREE	NOT_ALIGNED
							van-data-16	235440ba-548e-4df6-8d9e-214cc8714f8f	1	niGijo	2	nigaanigawaanigi	det	NO_DONE_TREE	NOT_ALIGNED
							van-data-16	235440ba-548e-4df6-8d9e-214cc8714f8f	4	anitaGa	6	niwatece	det	NO_DONE_TREE	NOT_ALIGNED
							van-data-16	235440ba-548e-4df6-8d9e-214cc8714f8f	5	lomigo	6	niwatece	nmod:poss	NO_DONE_TREE	NOT_ALIGNED
							van-data-42	44646324-eb90-42f0-b944-21f0452109e2	1	ijowa	2	nigetedi	det	NO_DONE_TREE	NOT_ALIGNED
							van-data-42	44646324-eb90-42f0-b944-21f0452109e2	3	liwigo	2	nigetedi	nmod:poss	NO_DONE_TREE	NOT_ALIGNED
