sent_ordinal	sent_uid	sent_text	text_pt_br	visible	path	container_uid	container_id	container_title	token_ordinal	token_p	token_form	token_tag_source	token_level	token_gloss_br	split_obj_json	split_count	split_forms	split_tags	split_glosses_br	split_fns	split_idxs	chunk_memberships	proto_conllu_id	proto_conllu_form	proto_conllu_misc_json	proto_token_range
12	070d221f-f72d-4055-9c82-ddc383743e6a	ica looligi lidi	A comida está/é deliciosa (A gostosura da comida da Maria)	True	$.pages[0].sentences[11]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	looligi	N$	1			2	l|ooligi	Gen|n	|comida	|	|	IP-MAT[l=0]|NP-SBJ[l=1]	2	lalogi	"""TokenRange=3:9"""	
12	070d221f-f72d-4055-9c82-ddc383743e6a	ica looligi lidi	A comida está/é deliciosa (A gostosura da comida da Maria)	True	$.pages[0].sentences[11]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	lidi	N$	1			2	l|idi	Gen|n	|gostosura	|	|	IP-MAT[l=0]|NP-PRD[l=1]	3	lidi	"""TokenRange=9:13"""	
13	68277d1f-c30b-4c4f-ba9e-c2883cc133af	ica looligi dapiko	A comida dela é quente	True	$.pages[0].sentences[12]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	|	|	|	IP-MAT[l=0]|NP[l=1]	1	ica	"""TokenRange=0:3"""	
13	68277d1f-c30b-4c4f-ba9e-c2883cc133af	ica looligi dapiko	A comida dela é quente	True	$.pages[0].sentences[12]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	looligi	N$	1			2	l|ooligi	Gen|n	|	|	|	IP-MAT[l=0]|NP[l=1]	2	lalogi	"""TokenRange=3:9"""	
13	68277d1f-c30b-4c4f-ba9e-c2883cc133af	ica looligi dapiko	A comida dela é quente	True	$.pages[0].sentences[12]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	dapiko	VB	0			2	d|apiko	Inv|v	|quente	|	|	IP-MAT[l=0]	3	dapiko	"""TokenRange=9:15"""	
14	5bebca84-3ecb-44c1-bf70-7eef6f5c0ff5	ica looligi ja dapiko	a comida dela está quente	True	$.pages[0].sentences[13]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	|	|	|	IP-MAT[l=0]|NP[l=1]	1	ica	"""TokenRange=0:3"""	
14	5bebca84-3ecb-44c1-bf70-7eef6f5c0ff5	ica looligi ja dapiko	a comida dela está quente	True	$.pages[0].sentences[13]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	looligi	N$	1	comida dele/dela		2	l|ooligi	Gen|n	|	|	|	IP-MAT[l=0]|NP[l=1]	2	loligi	"""TokenRange=3:9"""	
14	5bebca84-3ecb-44c1-bf70-7eef6f5c0ff5	ica looligi ja dapiko	a comida dela está quente	True	$.pages[0].sentences[13]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	ja	T	0	perfectivo		1	jaG	t	perfectivo/completivo			IP-MAT[l=0]	3	ja	"""TokenRange=9:11"""	
14	5bebca84-3ecb-44c1-bf70-7eef6f5c0ff5	ica looligi ja dapiko	a comida dela está quente	True	$.pages[0].sentences[13]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	dapiko	VB	0	é quente		2	d|apiko	Inv|v	|	|	|	IP-MAT[l=0]	4	dapiko	"""TokenRange=11:17"""	
15	c5bd2cb2-e53b-40e4-9159-6dacde49c1b6	ica looligi lidGegi	A comida é deliciosa (a gostosura da comida dela)	True	$.pages[0].sentences[14]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	uma		2	i|ca	Gnr|Ncl	|	|	|	IP-MAT[l=0]|NP-SBJ[l=1]	1	ica	"""TokenRange=0:3"""	
15	c5bd2cb2-e53b-40e4-9159-6dacde49c1b6	ica looligi lidGegi	A comida é deliciosa (a gostosura da comida dela)	True	$.pages[0].sentences[14]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	looligi	N$	1	sua comida		2	l|ooligi	Gen|n	3|	|	|	IP-MAT[l=0]|NP-SBJ[l=1]	2	loligi	"""TokenRange=3:9"""	
15	c5bd2cb2-e53b-40e4-9159-6dacde49c1b6	ica looligi lidGegi	A comida é deliciosa (a gostosura da comida dela)	True	$.pages[0].sentences[14]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	lidGegi	N$	1			4	l|idi|Ge|gi	Gen|n|Der|Gnr	3||nominalizador|M	|||	|||	IP-MAT[l=0]|NP-PRD[l=1]	3	lidGegi	"""TokenRange=9:16"""	
16	19cc39ce-fe03-4551-8097-9d163a38a3c0	loigipodi libinienigipi	A comunidade dele/dela é bonita	True	$.pages[0].sentences[15]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	loigipodi	N$	1	sua comunidade		3	l|oigi|podi	Gnr|n|Plu	||	||	||	IP-MAT[l=0]|NP[l=1]	1	loigipodi	"""TokenRange=0:9"""	
16	19cc39ce-fe03-4551-8097-9d163a38a3c0	loigipodi libinienigipi	A comunidade dele/dela é bonita	True	$.pages[0].sentences[15]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	libinienigipi	N$	1	sua beleza		3	l|binienigi|pi	Gnr|n|Plu	||	||	||	IP-MAT[l=0]|NP[l=1]	2	libinienigipi	"""TokenRange=9:22"""	
17	12147353-b422-4ad7-9bef-1d20e70e2a74	ica loigi ijo niganigi ipegitegi GanigotGa	A comunidade do menino é perto da cidade de vocês	True	$.pages[0].sentences[16]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	masc|ausente	|	|	IP-MAT[l=0]|NP[l=1]	1	ica	"""TokenRange=0:3"""	
17	12147353-b422-4ad7-9bef-1d20e70e2a74	ica loigi ijo niganigi ipegitegi GanigotGa	A comunidade do menino é perto da cidade de vocês	True	$.pages[0].sentences[16]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	loigi	N$	1	comunidade dele		2	l|oigi	Gen|n	3|comunidade	|	|	IP-MAT[l=0]|NP[l=1]	2	loigi	"""TokenRange=3:8"""	
17	12147353-b422-4ad7-9bef-1d20e70e2a74	ica loigi ijo niganigi ipegitegi GanigotGa	A comunidade do menino é perto da cidade de vocês	True	$.pages[0].sentences[16]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	ijo	D	1	o		2	i|jo	Gnr|Ncl	|	|	|	IP-MAT[l=0]|NP[l=1]	3	ijo	"""TokenRange=8:11"""	
17	12147353-b422-4ad7-9bef-1d20e70e2a74	ica loigi ijo niganigi ipegitegi GanigotGa	A comunidade do menino é perto da cidade de vocês	True	$.pages[0].sentences[16]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	niganigi	N	1	menino		0						IP-MAT[l=0]|NP[l=1]	4	niganigi	"""TokenRange=11:19"""	
17	12147353-b422-4ad7-9bef-1d20e70e2a74	ica loigi ijo niganigi ipegitegi GanigotGa	A comunidade do menino é perto da cidade de vocês	True	$.pages[0].sentences[16]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			5	5	ipegitegi	VBAPL	0	fica próxima de		3	i|pegi|tegi	Erg|v|Apl	3|aproximar|3	||	||	IP-MAT[l=0]	5	ipegitegi	"""TokenRange=19:28"""	
17	12147353-b422-4ad7-9bef-1d20e70e2a74	ica loigi ijo niganigi ipegitegi GanigotGa	A comunidade do menino é perto da cidade de vocês	True	$.pages[0].sentences[16]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			6	6	GanigotGa	N$	1	sua cidade		2	Gad|nigotaGa	Gen|n	2|cidade	|	|	IP-MAT[l=0]|NP-APL[l=1]	6	GanigotGa	"""TokenRange=28:37"""	
18	582429f2-67d5-4077-b209-6deb7b5df54f	ica lidGegi loligi idei liGeladi	a deliciosa comida está na casa dela/dele	True	$.pages[0].sentences[17]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	masc|ausente	|	|	IP-MAT[l=0]|NP[l=1]	1	ica	"""TokenRange=0:3"""	
18	582429f2-67d5-4077-b209-6deb7b5df54f	ica lidGegi loligi idei liGeladi	a deliciosa comida está na casa dela/dele	True	$.pages[0].sentences[17]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	lidGegi	N$	1			4	l|idi|Ge|gi	Gen|n|Der|Gnr	3||nominalizador|M	|||	|||	IP-MAT[l=0]|NP[l=1]	2	lidGegi	"""TokenRange=3:10"""	
18	582429f2-67d5-4077-b209-6deb7b5df54f	ica lidGegi loligi idei liGeladi	a deliciosa comida está na casa dela/dele	True	$.pages[0].sentences[17]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	loligi	N$	1	sua comida		2	l|oligi	Gen|n	3|comida	|	|	IP-MAT[l=0]|NP[l=1]	3	loligi	"""TokenRange=10:16"""	
18	582429f2-67d5-4077-b209-6deb7b5df54f	ica lidGegi loligi idei liGeladi	a deliciosa comida está na casa dela/dele	True	$.pages[0].sentences[17]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	idei	VB	0	fica		2	i|dei	Erg|v	3|ficar(permanente)	|	|	IP-MAT[l=0]	4	idei	"""TokenRange=16:20"""	
18	582429f2-67d5-4077-b209-6deb7b5df54f	ica lidGegi loligi idei liGeladi	a deliciosa comida está na casa dela/dele	True	$.pages[0].sentences[17]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			5	5	liGeladi	N$	1	casa		0						IP-MAT[l=0]|NP[l=1]	5	liGeladi	"""TokenRange=20:28"""	
19	0f478381-6858-463d-94cc-903e9dc879f9	ica liwigo libinienigi	a fotografia dela/dele é/está bonita	True	$.pages[0].sentences[18]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	masc|ausente	|	|	IP-MAT[l=0]|NP-SBJ[l=1]	1	ica	"""TokenRange=0:3"""	
19	0f478381-6858-463d-94cc-903e9dc879f9	ica liwigo libinienigi	a fotografia dela/dele é/está bonita	True	$.pages[0].sentences[18]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	liwigo	N$	1	fotografia dele/dela		2	l|wigo	Gen|n	3|fotografia	|	|	IP-MAT[l=0]|NP-SBJ[l=1]	2	liwigo	"""TokenRange=3:9"""	
19	0f478381-6858-463d-94cc-903e9dc879f9	ica liwigo libinienigi	a fotografia dela/dele é/está bonita	True	$.pages[0].sentences[18]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	libinienigi	N$	1	bonito		3	l|ibinie|nigi	Gen|n|Dim	||masc	||	||	IP-MAT[l=0]|NP-PRD[l=1]	3	libinienigi	"""TokenRange=9:20"""	
20	55551636-8ed3-4545-8510-d8dbfd817a1a	ica niwigo libinienigi	a fotografia é/está bonita	True	$.pages[0].sentences[19]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	masc|ausente	|	|	IP-MAT[l=0]|NP-SBJ[l=1]	1	ica	"""TokenRange=0:3"""	
20	55551636-8ed3-4545-8510-d8dbfd817a1a	ica niwigo libinienigi	a fotografia é/está bonita	True	$.pages[0].sentences[19]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	niwigo	N$	1	fotografia		2	n|wigo	Ant|n	retirapossuidor,fotosemdono|	|	|	IP-MAT[l=0]|NP-SBJ[l=1]	2	niwigo	"""TokenRange=3:9"""	
20	55551636-8ed3-4545-8510-d8dbfd817a1a	ica niwigo libinienigi	a fotografia é/está bonita	True	$.pages[0].sentences[19]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	libinienigi	N$	1	bonito		3	l|ibinie|nigi	Gen|n|Dim	||masc	||	||	IP-MAT[l=0]|NP-PRD[l=1]	3	lininienigi	"""TokenRange=9:20"""	
21	5d0b94bf-223d-4f09-8c6f-b951a70d6d0b	ica nioladi Ganixoa	A língua do teu irmão 	True	$.pages[0].sentences[20]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	masc|ausente	|	|	IP-MAT[l=0]|NP-SBJ[l=1]	1	ica	"""TokenRange=0:3"""	
21	5d0b94bf-223d-4f09-8c6f-b951a70d6d0b	ica nioladi Ganixoa	A língua do teu irmão 	True	$.pages[0].sentences[20]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	nioladi	N	1	língua		2	n|ioladi	Ant|n	|	|	|	IP-MAT[l=0]|NP-SBJ[l=1]	2	nioladi	"""TokenRange=3:10"""	
