sent_ordinal	sent_uid	sent_text	text_pt_br	visible	path	container_uid	container_id	container_title	token_ordinal	token_p	token_form	token_tag_source	token_level	token_gloss_br	split_obj_json	split_count	split_forms	split_tags	split_glosses_br	split_fns	split_idxs	chunk_memberships	proto_conllu_id	proto_conllu_form	proto_conllu_misc_json	proto_token_range
6	1b99ecb9-5656-4c38-b60b-fbbe643708fb	ajo niwatece ipegitege weiigi	A canoa está perto do rio		$.pages[0].sentences[5]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	niwatece	N$	1	canoa		2	n|watece	Ant|n	|	|	|	IP-MAT[l=0]|NP[l=1]				
6	1b99ecb9-5656-4c38-b60b-fbbe643708fb	ajo niwatece ipegitege weiigi	A canoa está perto do rio		$.pages[0].sentences[5]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	ipegitege	VBAPL	0	fica perto de		3	i|pegi|tece	Erg|v|Apl	3|aproximar|3	||	||	IP-MAT[l=0]				
6	1b99ecb9-5656-4c38-b60b-fbbe643708fb	ajo niwatece ipegitege weiigi	A canoa está perto do rio		$.pages[0].sentences[5]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	weiigi	N	1	rio		0						IP-MAT[l=0]|NP-APL[l=1]				
7	e553e02e-0d33-4fed-8f6a-b7cf5c9cf9c9	liGeladi Maria aGipegetege	A casa de Maria não é perto dela		$.pages[0].sentences[6]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	liGeladi	N$	1	casa dela/dele		2	l|iGeladi	Gnr|n	|casa	|	|	IP-MAT[l=0]|NP[l=1]				
7	e553e02e-0d33-4fed-8f6a-b7cf5c9cf9c9	liGeladi Maria aGipegetege	A casa de Maria não é perto dela		$.pages[0].sentences[6]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	Maria	NPR	1			0						IP-MAT[l=0]|NP[l=1]				
7	e553e02e-0d33-4fed-8f6a-b7cf5c9cf9c9	liGeladi Maria aGipegetege	A casa de Maria não é perto dela		$.pages[0].sentences[6]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	aG@	NEG	0	não fica perto dela	"{""v"": ""aGipegetege"", ""t"": ""NEG+VBAPL"", ""idx"": 0}"	4	aG|i|pege|tege	Neg|Erg|v|Apl	||aproximar|aplicativo de 3 pessoa feminino	True|||	|||	IP-MAT[l=0]				
7	e553e02e-0d33-4fed-8f6a-b7cf5c9cf9c9	liGeladi Maria aGipegetege	A casa de Maria não é perto dela		$.pages[0].sentences[6]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	@ipegetege	VBAPL	0		"{""idx"": 1}"	0						IP-MAT[l=0]				
8	79a6cd4e-b585-437a-9084-1fa077dec3b6	ica liGeladi ipegetege	A casa está perto dela		$.pages[0].sentences[7]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	Masc|ausente	|	|	IP-MAT[l=0]|NP[l=1]				
8	79a6cd4e-b585-437a-9084-1fa077dec3b6	ica liGeladi ipegetege	A casa está perto dela		$.pages[0].sentences[7]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	liGeladi	N$	1	sua casa		2	l|Geladi	Gen|n	3|casa	|	|	IP-MAT[l=0]|NP[l=1]				
8	79a6cd4e-b585-437a-9084-1fa077dec3b6	ica liGeladi ipegetege	A casa está perto dela		$.pages[0].sentences[7]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	ipegetege	VBAPL	0			3	i|pege|tege	Erg|v|Apl	|aproximar|aplicativo de 3 pessoa feminino	||	||	IP-MAT[l=0]				
9	e9d6dfb6-656d-44aa-ba17-86289fd72268	liGeladi idei nigotaGa	A casa fica perto da cidade		$.pages[0].sentences[8]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	liGeladi	N$	1	casa dela/dele		2	l|Geladi	Gen|n	3|casa	|	|	IP-MAT[l=0]|NP[l=1]				
9	e9d6dfb6-656d-44aa-ba17-86289fd72268	liGeladi idei nigotaGa	A casa fica perto da cidade		$.pages[0].sentences[8]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	idei	VB	0	fica		2	i|dei	Erg|v	3|ficar(permanente)	|	|	IP-MAT[l=0]				
9	e9d6dfb6-656d-44aa-ba17-86289fd72268	liGeladi idei nigotaGa	A casa fica perto da cidade		$.pages[0].sentences[8]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	nigotaGa	N	1	cidade		2	n|gotaGa	Ant|cidade	|	|	|	IP-MAT[l=0]|NP[l=1]				
10	2fff1f23-4e6f-401c-8b74-6a17ff6a391a	ica liGeladi ipegitegi	a casa dela/dele fica perto dele 		$.pages[0].sentences[9]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	Masc|ausente	|	|	IP-MAT[l=0]|NP[l=1]				
10	2fff1f23-4e6f-401c-8b74-6a17ff6a391a	ica liGeladi ipegitegi	a casa dela/dele fica perto dele 		$.pages[0].sentences[9]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	liGeladi	N$	1	sua casa		2	l|iGeladi	Gen|n	3|casa	|	|	IP-MAT[l=0]|NP[l=1]				
10	2fff1f23-4e6f-401c-8b74-6a17ff6a391a	ica liGeladi ipegitegi	a casa dela/dele fica perto dele 		$.pages[0].sentences[9]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	ipegitegi	VBAPL	0	fica perto de		3	i|pegi|tegi	Erg|v|Apl	3|ficar_perto|3M	||	||	IP-MAT[l=0]				
11	fef391af-9e63-419f-8f81-057459193f49	ica Maria looligi alidi	a comida da Maria não está deliciosa (a não gostosura da comida da Maria)		$.pages[0].sentences[10]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	Masc|ausente	|	|	IP-MAT[l=0]|NP[l=1]				
11	fef391af-9e63-419f-8f81-057459193f49	ica Maria looligi alidi	a comida da Maria não está deliciosa (a não gostosura da comida da Maria)		$.pages[0].sentences[10]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	Maria	NPR	1	Maria		0						IP-MAT[l=0]|NP[l=1]				
11	fef391af-9e63-419f-8f81-057459193f49	ica Maria looligi alidi	a comida da Maria não está deliciosa (a não gostosura da comida da Maria)		$.pages[0].sentences[10]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	looligi	N$	1	sua comida		2	l|ooligi	Gen|n	3|comida	|	|	IP-MAT[l=0]|NP[l=1]				
11	fef391af-9e63-419f-8f81-057459193f49	ica Maria looligi alidi	a comida da Maria não está deliciosa (a não gostosura da comida da Maria)		$.pages[0].sentences[10]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	aG@	NEG	0	não sua gostosura	"{""v"": ""alidi"", ""t"": ""NEG+N$"", ""idx"": 0}"	3	aG|l|idi	Neg|Gen|n	|3|gostosura	True||	||	IP-MAT[l=0]				
11	fef391af-9e63-419f-8f81-057459193f49	ica Maria looligi alidi	a comida da Maria não está deliciosa (a não gostosura da comida da Maria)		$.pages[0].sentences[10]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			5	5	@lidi	N$	1		"{""idx"": 1}"	0						IP-MAT[l=0]|NP[l=1]				
12	070d221f-f72d-4055-9c82-ddc383743e6a	ica looligi lidi	A comida está/é deliciosa (A gostosura da comida da Maria)		$.pages[0].sentences[11]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	2	uma		2	i|ca	Gnr|Ncl	|	|	|	IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
12	070d221f-f72d-4055-9c82-ddc383743e6a	ica looligi lidi	A comida está/é deliciosa (A gostosura da comida da Maria)		$.pages[0].sentences[11]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	looligi	N$	2			2	l|ooligi	Gen|n	|comida	|	|	IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
12	070d221f-f72d-4055-9c82-ddc383743e6a	ica looligi lidi	A comida está/é deliciosa (A gostosura da comida da Maria)		$.pages[0].sentences[11]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	lidi	N$	1			2	l|idi	Gen|n	|gostosura	|	|	IP-MAT[l=0]|NP-PRD[l=1]				
13	68277d1f-c30b-4c4f-ba9e-c2883cc133af	ica looligi dapiko	A comida dela é quente		$.pages[0].sentences[12]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	|	|	|	IP-MAT[l=0]|NP[l=1]				
13	68277d1f-c30b-4c4f-ba9e-c2883cc133af	ica looligi dapiko	A comida dela é quente		$.pages[0].sentences[12]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	looligi	N$	1	sua comida		2	l|ooligi	Gen|n	|	|	|	IP-MAT[l=0]|NP[l=1]				
13	68277d1f-c30b-4c4f-ba9e-c2883cc133af	ica looligi dapiko	A comida dela é quente		$.pages[0].sentences[12]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	dapiko	VB	0	é quente		2	d|apiko	Inv|v	|quente	|	|	IP-MAT[l=0]				
14	5bebca84-3ecb-44c1-bf70-7eef6f5c0ff5	ica looligi ja dapiko	a comida dela está quente		$.pages[0].sentences[13]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	|	|	|	IP-MAT[l=0]|NP[l=1]				
14	5bebca84-3ecb-44c1-bf70-7eef6f5c0ff5	ica looligi ja dapiko	a comida dela está quente		$.pages[0].sentences[13]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	looligi	N$	1	comida dele/dela		2	l|ooligi	Gen|n	|	|	|	IP-MAT[l=0]|NP[l=1]				
14	5bebca84-3ecb-44c1-bf70-7eef6f5c0ff5	ica looligi ja dapiko	a comida dela está quente		$.pages[0].sentences[13]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	ja	T	0	perfectivo		1	jaG	t	perfectivo/completivo			IP-MAT[l=0]				
14	5bebca84-3ecb-44c1-bf70-7eef6f5c0ff5	ica looligi ja dapiko	a comida dela está quente		$.pages[0].sentences[13]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	dapiko	VB	0	é quente		2	d|apiko	Inv|v	|	|	|	IP-MAT[l=0]				
15	c5bd2cb2-e53b-40e4-9159-6dacde49c1b6	ica looligi lidGegi	A comida é deliciosa (a gostosura da comida dela)		$.pages[0].sentences[14]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	2	uma		2	i|ca	Gnr|Ncl	|	|	|	IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
15	c5bd2cb2-e53b-40e4-9159-6dacde49c1b6	ica looligi lidGegi	A comida é deliciosa (a gostosura da comida dela)		$.pages[0].sentences[14]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	looligi	N$	2	sua comida		2	l|ooligi	Gen|n	3|comida	|	|	IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
15	c5bd2cb2-e53b-40e4-9159-6dacde49c1b6	ica looligi lidGegi	A comida é deliciosa (a gostosura da comida dela)		$.pages[0].sentences[14]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	lidGegi	N$	1			4	l|idi|Ge|gi	Gen|n|Der|Gnr	3|gostosura|nominalizador|M	|||	|||	IP-MAT[l=0]|NP-PRD[l=1]				
16	19cc39ce-fe03-4551-8097-9d163a38a3c0	loigipodi libinienigipi	A comunidade dele/dela é bonita		$.pages[0].sentences[15]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	loigipodi	N$	2	sua comunidade		3	l|oigi|podi	Gnr|n|Plu	||	||	||	IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
16	19cc39ce-fe03-4551-8097-9d163a38a3c0	loigipodi libinienigipi	A comunidade dele/dela é bonita		$.pages[0].sentences[15]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	libinienigipi	N$	1	sua beleza		3	l|binienigi|pi	Gnr|n|Plu	||	||	||	IP-MAT[l=0]|NP-PRD[l=1]				
17	12147353-b422-4ad7-9bef-1d20e70e2a74	ica loigi ijo niganigi ipegitegi GanigotGa	A comunidade do menino é perto da cidade de vocês		$.pages[0].sentences[16]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	2	a		2	i|ca	Gnr|Ncl	masc|ausente	|	|	IP-MAT[l=0]|NP[l=1]|NP[l=2]				
17	12147353-b422-4ad7-9bef-1d20e70e2a74	ica loigi ijo niganigi ipegitegi GanigotGa	A comunidade do menino é perto da cidade de vocês		$.pages[0].sentences[16]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	loigi	N$	2	comunidade dele		2	l|oigi	Gen|n	3|comunidade	|	|	IP-MAT[l=0]|NP[l=1]|NP[l=2]				
17	12147353-b422-4ad7-9bef-1d20e70e2a74	ica loigi ijo niganigi ipegitegi GanigotGa	A comunidade do menino é perto da cidade de vocês		$.pages[0].sentences[16]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	ijo	D	1	o		2	i|jo	Gnr|Ncl	M|emfrente	|	|	IP-MAT[l=0]|NP[l=1]				
17	12147353-b422-4ad7-9bef-1d20e70e2a74	ica loigi ijo niganigi ipegitegi GanigotGa	A comunidade do menino é perto da cidade de vocês		$.pages[0].sentences[16]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	niganigi	N	1	menino		0						IP-MAT[l=0]|NP[l=1]				
17	12147353-b422-4ad7-9bef-1d20e70e2a74	ica loigi ijo niganigi ipegitegi GanigotGa	A comunidade do menino é perto da cidade de vocês		$.pages[0].sentences[16]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			5	5	ipegitegi	VBAPL	0	fica próxima de		3	i|pegi|tegi	Erg|v|Apl	3|aproximar/ficarperto|3M	||	||	IP-MAT[l=0]				
17	12147353-b422-4ad7-9bef-1d20e70e2a74	ica loigi ijo niganigi ipegitegi GanigotGa	A comunidade do menino é perto da cidade de vocês		$.pages[0].sentences[16]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			6	6	GanigotGa	N$	1	sua cidade		2	Gad|nigotaGa	Gen|n	2|cidade	|	|	IP-MAT[l=0]|NP-APL[l=1]				
18	582429f2-67d5-4077-b209-6deb7b5df54f	ica lidGegi loligi idei liGeladi	a deliciosa comida está na casa dela/dele		$.pages[0].sentences[17]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	2	a		2	i|ca	Gnr|Ncl	masc|ausente	|	|	IP-MAT[l=0]|NP[l=1]|NP[l=2]				
18	582429f2-67d5-4077-b209-6deb7b5df54f	ica lidGegi loligi idei liGeladi	a deliciosa comida está na casa dela/dele		$.pages[0].sentences[17]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	lidGegi	N$	2			4	l|idi|Ge|gi	Gen|n|Der|Gnr	3||nominalizador|M	|||	|||	IP-MAT[l=0]|NP[l=1]|NP[l=2]				
18	582429f2-67d5-4077-b209-6deb7b5df54f	ica lidGegi loligi idei liGeladi	a deliciosa comida está na casa dela/dele		$.pages[0].sentences[17]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	loligi	N$	1	sua comida		2	l|oligi	Gen|n	3|comida	|	|	IP-MAT[l=0]|NP[l=1]				
18	582429f2-67d5-4077-b209-6deb7b5df54f	ica lidGegi loligi idei liGeladi	a deliciosa comida está na casa dela/dele		$.pages[0].sentences[17]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	idei	VB	0	fica		2	i|dei	Erg|v	3|ficar(permanente)	|	|	IP-MAT[l=0]				
18	582429f2-67d5-4077-b209-6deb7b5df54f	ica lidGegi loligi idei liGeladi	a deliciosa comida está na casa dela/dele		$.pages[0].sentences[17]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			5	5	liGeladi	N$	1	casa		2	l|Geladi	Gen|n	3|casa	|	|	IP-MAT[l=0]|NP[l=1]				
19	0f478381-6858-463d-94cc-903e9dc879f9	ica liwigo libinienigi	a fotografia dela/dele é/está bonita		$.pages[0].sentences[18]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	2	a		2	i|ca	Gnr|Ncl	masc|ausente	|	|	IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
19	0f478381-6858-463d-94cc-903e9dc879f9	ica liwigo libinienigi	a fotografia dela/dele é/está bonita		$.pages[0].sentences[18]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	liwigo	N$	2	fotografia dele/dela		2	l|wigo	Gen|n	3|fotografia	|	|	IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
19	0f478381-6858-463d-94cc-903e9dc879f9	ica liwigo libinienigi	a fotografia dela/dele é/está bonita		$.pages[0].sentences[18]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	libinienigi	N$	1	bonito		3	l|ibinie|nigi	Gen|n|Dim	||masc	||	||	IP-MAT[l=0]|NP-PRD[l=1]				
20	55551636-8ed3-4545-8510-d8dbfd817a1a	ica niwigo libinienigi	a fotografia é/está bonita		$.pages[0].sentences[19]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	2	a		2	i|ca	Gnr|Ncl	masc|ausente	|	|	IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
20	55551636-8ed3-4545-8510-d8dbfd817a1a	ica niwigo libinienigi	a fotografia é/está bonita		$.pages[0].sentences[19]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	niwigo	N$	2	fotografia		2	n|wigo	Ant|n	retirapossuidor,fotosemdono|	|	|	IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
20	55551636-8ed3-4545-8510-d8dbfd817a1a	ica niwigo libinienigi	a fotografia é/está bonita		$.pages[0].sentences[19]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	libinienigi	N$	1	bonito		3	l|ibinie|nigi	Gen|n|Dim	||masc	||	||	IP-MAT[l=0]|NP-PRD[l=1]				
21	5d0b94bf-223d-4f09-8c6f-b951a70d6d0b	ica nioladi Ganixoa	A língua do teu irmão 		$.pages[0].sentences[20]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	masc|ausente	|	|	IP-MAT[l=0]|NP-SBJ[l=1]				
21	5d0b94bf-223d-4f09-8c6f-b951a70d6d0b	ica nioladi Ganixoa	A língua do teu irmão 		$.pages[0].sentences[20]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	nioladi	N	1	língua		2	n|ioladi	Ant|n	|	|	|	IP-MAT[l=0]|NP-SBJ[l=1]				
21	5d0b94bf-223d-4f09-8c6f-b951a70d6d0b	ica nioladi Ganixoa	A língua do teu irmão 		$.pages[0].sentences[20]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	Ganixoa	N$	1	seu irmão		2	Gad|nixoa	Gen|n	|	|	|	IP-MAT[l=0]|NP-PRD[l=1]				
22	881131dd-3f70-411a-ac7e-85557139d1e3	ica nioladi nioxoa libinienigi	A língua do irmão dele/dela é bonita		$.pages[0].sentences[21]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	2	a		2	i|ca	Gnr|Ncl	masc|ausente	|	|	IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
22	881131dd-3f70-411a-ac7e-85557139d1e3	ica nioladi nioxoa libinienigi	A língua do irmão dele/dela é bonita		$.pages[0].sentences[21]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	nioladi	N$	2			0						IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
22	881131dd-3f70-411a-ac7e-85557139d1e3	ica nioladi nioxoa libinienigi	A língua do irmão dele/dela é bonita		$.pages[0].sentences[21]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	nioxoa	N$	2			0						IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
22	881131dd-3f70-411a-ac7e-85557139d1e3	ica nioladi nioxoa libinienigi	A língua do irmão dele/dela é bonita		$.pages[0].sentences[21]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	libinienigi	N$	1	bonito		3	l|ibinie|nigi	Gen|n|Dim	||masc	||	||	IP-MAT[l=0]|NP-PRD[l=1]				
23	95a7d135-4be0-463d-b443-76cc5828fc89	ica nioladi lodawa libinienigi	A língua do marido/esposa dele/dela é bonita		$.pages[0].sentences[22]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	2	a		2	i|ca	Gnr|Ncl	masc|ausente	|	|	IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
23	95a7d135-4be0-463d-b443-76cc5828fc89	ica nioladi lodawa libinienigi	A língua do marido/esposa dele/dela é bonita		$.pages[0].sentences[22]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	nioladi	N$	2			0						IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
23	95a7d135-4be0-463d-b443-76cc5828fc89	ica nioladi lodawa libinienigi	A língua do marido/esposa dele/dela é bonita		$.pages[0].sentences[22]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	lodawa	N$	2	esposa		0						IP-MAT[l=0]|NP-SBJ[l=1]|NP[l=2]				
23	95a7d135-4be0-463d-b443-76cc5828fc89	ica nioladi lodawa libinienigi	A língua do marido/esposa dele/dela é bonita		$.pages[0].sentences[22]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	libinienigi	N$	1	bonito		3	l|ibinie|nigi	Gen|n|Dim	||masc	||	||	IP-MAT[l=0]|NP-PRD[l=1]				
