document_uid	reference	document_title	source_json	sentence_number	sentence_uid	text	text_por	sentence_status	struct_status	parsed_marker	token_count	pos_tagged_tokens	pos_coverage	token_levels	chunk_count	chunk_labels	chunk_levels	chunk_coverage	tree_reconstructable	tree_error	proto_conllu_rows	proto_conllu_with_head	proto_conllu_with_deprel	translations_present	token_glosses	tokens_with_splits	sentence_comments	break_markers
305b1d99-8900-44a4-99ef-2f43646f3f87	tale_03.txt	Iauti iauraete	6ab546820d7977bbad0e89e7.json	11	18f3b01c-ba14-4e5a-ae4e-2baec83a8e52	— Amuára xa iúiuantí curí nẹ irúmo.	— Algum dia eu me encontrarei você com.				7	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 7, 't': 'IP-MAT'}	7	0	0	1	0	0	0	1
8d24a63e-8478-409b-8d3a-61239aee89c4	tale_05.txt	Iauti oiuiuanti macacaitá irumo	6ab553b50d7977bbad0e89f1.json	1	b5e04822-c560-4990-b86a-a35801e77e94	Iauti oiuiuanti macacaitá irumo	O jabuti encontra-se com macacos				4	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 4, 't': 'IP-MAT'}	4	0	0	1	0	0	0	1
8d24a63e-8478-409b-8d3a-61239aee89c4	tale_05.txt	Iauti oiuiuanti macacaitá irumo	6ab553b50d7977bbad0e89f1.json	2	598d58cd-ea5d-4063-8a1d-fdd049ec844d	Iáutí mirĩ ouatá, ouatá, ouatá mocọĩ ára pucuçáua, oiuiúantí macáca irúmo, oikọ uahá ɨuá ɨua rẹcệ, onhehẽ macaca çupé: — Macáca, rẹomburí amú ɨuá xa ú arãma.	Jabutizinho andou, andou, andou de dois dias o espaço, encontrou-se macacos com, estavam que de fruta árvore sobre e disse macaco ao: — Macaco, tu jogues alguma fruta eu comer para.				27	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 27, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
8d24a63e-8478-409b-8d3a-61239aee89c4	tale_05.txt	Iauti oiuiuanti macacaitá irumo	6ab553b50d7977bbad0e89f1.json	3	340e8541-08ee-4857-ab5e-241cde333348	Macáca oçuaxára: — Rẹiupirí, intí-será apgáua ndệ?	Macaco respondeu: — Suba, por ventura não é macho você?				7	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 7, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
8d24a63e-8478-409b-8d3a-61239aee89c4	tale_05.txt	Iauti oiuiuanti macacaitá irumo	6ab553b50d7977bbad0e89f1.json	4	7d6a7666-7672-4a68-8f6f-0e34b74d75c2	Iáutí onhehẽ: — Ixệ apgáua çupí; intí xa iúpíri putári, cẹ maraári rẹcệ.	Jabuti respondeu: — Eu sou macho na verdade; não eu subir quero, eu estar cansado por.				13	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 13, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
8d24a63e-8478-409b-8d3a-61239aee89c4	tale_05.txt	Iauti oiuiuanti macacaitá irumo	6ab553b50d7977bbad0e89f1.json	5	56810240-5afd-46b9-b03a-fbf1af4f35e9	Macáca onhehẽ: — Manhúm xa munhã quáu indệu xa çọ nẹ piãmo açuí ki kẹtệ.	Macaco disse: — Somente, o que eu fazer posso a você é o eu ir a você buscar daí aqui para.				15	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 15, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
8d24a63e-8478-409b-8d3a-61239aee89c4	tale_05.txt	Iauti oiuiuanti macacaitá irumo	6ab553b50d7977bbad0e89f1.json	6	2af1e87d-7516-4358-9555-5868db2f6149	Iáutí onhehẽ: Aramé iúre cẹ piãmo.	Jabuti disse: Então venha me buscar.				6	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 6, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
8d24a63e-8478-409b-8d3a-61239aee89c4	tale_05.txt	Iauti oiuiuanti macacaitá irumo	6ab553b50d7977bbad0e89f1.json	7	a84b1578-7ff7-445b-bb35-970f4935a3ad	Macáca oiɨệ, puraçọ ɨuaté kẹtệ iáutí; aápe oxári ahé.	Macaco desceu, carregou cima para o jabuti; lá deixou ele.				9	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 9, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
8d24a63e-8478-409b-8d3a-61239aee89c4	tale_05.txt	Iauti oiuiuanti macacaitá irumo	6ab553b50d7977bbad0e89f1.json	8	d16fe8bc-ba16-4eca-9b06-a714fddd0e7f	Iáutí opɨta ápe mocoĩ ára riré, intí quáu oɨé rẹcệ.	O jabuti permaneceu ali dois dias depois, não poder descer por.				10	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 10, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
0c5b28f2-d5af-4b5e-8869-8754c41496dc	tale_06.txt	Iauti iuiri iauaraeté	6ab549a40d7977bbad0e89ee.json	1	9f5e44d3-45a4-4a05-b288-44e914b7fc21	Iauti iuiri iauaraeté	Jabuti e de novo a onça				3	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 3, 't': 'IP-MAT'}	3	0	0	1	0	0	0	1
0c5b28f2-d5af-4b5e-8869-8754c41496dc	tale_06.txt	Iauti iuiri iauaraeté	6ab549a40d7977bbad0e89ee.json	2	9c706ffa-b922-4395-9e0b-064ed5785d80	Iauaraẹtệ oiuquáu árúpi.	A onça apareceu por ali.				3	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 3, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
0c5b28f2-d5af-4b5e-8869-8754c41496dc	tale_06.txt	Iauti iuiri iauaraeté	6ab549a40d7977bbad0e89ee.json	3	becfea0e-c3df-4547-bfa1-a2760960bcf1	Iauaraẹtệ omahã ɨuaté kẹtệ xipiá iáutí teté, onhehẽ quaié: — O' iáutí, mahá rupí rẹiupíri?	A onça olhou cima para viu o jabuti coitado, disse assim: — O' jabuti, por onde  tu subistes?				15	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 15, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
0c5b28f2-d5af-4b5e-8869-8754c41496dc	tale_06.txt	Iauti iuiri iauaraeté	6ab549a40d7977bbad0e89ee.json	4	74c898b6-e8dd-4d37-9086-8ee5dc3012cf	Iáutí oçuaxára: — I ɨuá ɨua rupí.	Jabuti respondeu: — Esta de fruta árvore por.				7	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 7, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
0c5b28f2-d5af-4b5e-8869-8754c41496dc	tale_06.txt	Iauti iuiri iauaraeté	6ab549a40d7977bbad0e89ee.json	5	f004a408-646d-4cf2-a7e4-dea149c84815	Iauaraẹtệ iumacɨçáua irúmo, onhehẽ: — Rẹoiệãna!	A onça fome com, replicou: — Desça!				6	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 6, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
0c5b28f2-d5af-4b5e-8869-8754c41496dc	tale_06.txt	Iauti iuiri iauaraeté	6ab549a40d7977bbad0e89ee.json	6	5a48a599-900a-4d34-8c90-ef113c26cc31	Iáutí quaí onhehẽ: — Rẹçuantí ixệ aápe; rẹpirári nẹ iúrú, intí arãma xa ári ɨuɨpe.	O jabuti assim falou: Apare me lá; abra a tua boca, não para que eu caia chão no.				15	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 15, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
0c5b28f2-d5af-4b5e-8869-8754c41496dc	tale_06.txt	Iauti iuiri iauaraeté	6ab549a40d7977bbad0e89ee.json	7	196b8690-144d-4260-b24d-b3ec4ed4c39d	Iáutí opúrianã, otucá iauaraẹtệ tim; omanũ iuruparí.	O jabuti pulou, foi de encontro da onça ao focinho; morreu a diaba.				7	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 7, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
0c5b28f2-d5af-4b5e-8869-8754c41496dc	tale_06.txt	Iauti iuiri iauaraeté	6ab549a40d7977bbad0e89ee.json	8	0e5c1a8d-d347-4c65-a8a0-955ad6158032	Iáutí oçarú nhum iúca riré ãna, oiuúca ãna i mẹmɨ.	O jabuti esperou até apodrecer depois de, e tirou sua flauta.				10	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 10, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
0c5b28f2-d5af-4b5e-8869-8754c41496dc	tale_06.txt	Iauti iuiri iauaraeté	6ab549a40d7977bbad0e89ee.json	9	74097e5b-a284-4fe5-ab93-91ddbe88461d	Aramé iáutí oçộ anã, opeiú i mẹmɨ, quaié onheengári: — Iauaraẹtệ cãuệra ceremẹ mɨ'.	Então o jabuti foi-se, tocava sua flauta, assim cantava: — Da onça o osso e a minha flauta.				14	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 14, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
0c5b28f2-d5af-4b5e-8869-8754c41496dc	tale_06.txt	Iauti iuiri iauaraeté	6ab549a40d7977bbad0e89ee.json	10	1263a673-b89b-455f-9dd2-1f5e30c4e012	— ih!	— ih!				2	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 2, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
0c5b28f2-d5af-4b5e-8869-8754c41496dc	tale_06.txt	Iauti iuiri iauaraeté	6ab549a40d7977bbad0e89ee.json	11	bceb1d35-05ba-46d3-b88d-41b920877de8	— ih?	— ih?				2	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 2, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	1	0362064f-27ee-4672-9171-93ef748680c5	Çuaçu iauareté	O veado e a onça				2	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 2, 't': 'IP-MAT'}	2	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	2	1b5ccedf-35b8-4f10-b61c-59f832d3456d	Çuaçú onhehẽ: — Ixệ xa çaçáu xa ikộ murakɨ; xa çộ xa cicári tendáua catú xa munhã arãma cẹ róca.	O veado disse: — Eu estou passando muito trabalho e por isso vou ver um lugar para fazer minha casa.				20	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 20, 't': 'IP-MAT'}	20	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	3	a932bd8b-2e53-44c9-afee-6724c3445f6f	Oçộ ãna paraná remeɨua rupí, uacẽmo tendáua catú, onhehẽ: — Ikệ tenhẽ a munhã cẹ rúca (róca).	Foi pela beira do rio, achou um lugar bom e disse: — É aqui mesmo.				17	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 17, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	4	723682c3-e671-499e-9879-c42fa572a4ac	Iauarẹtệ iuɨri onhehẽ: — Ixệ xa çaçáu xa ikộ murakɨ; xa çộ xa cicári tendáua catú xa munhã arãma cẹ rộca.	A onça também disse: — Eu estou passando muito trabalho, e por isso vou procurar lugar para fazer minha casa.				21	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 21, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	5	c41990f0-4cf0-48d7-9471-7e2ff542e07c	Oçộ ãna paraná remeɨua rupí, ocɨka mamé çuaçú parauáka, onhehẽ: — Ikệ tenhẽ xa munhã cẹ rộca.	Saiu e, chegando ao mesmo lugar que o veado havia escolhido, disse: — Que bom lugar, aqui vou fazer minha casa.				17	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 17, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	6	bbec897e-a3e8-4f9b-b9c1-dfe219df7fe8	Amú ára upé çuaçú oiúɨri, ocupíri, oiúpirú arãma: oçộ ãna.	No dia seguinte veio o veado, capinou e roçou o lugar.				10	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 10, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	7	208d070e-bad1-4566-976f-e5092aceb820	Amú ára opé iauárẹtệ oúri, omahã ramé tenáua oiúcupíri ãna, onhehẽ: — Tupãna opuraukệ oikộ ixệ arãma.	No outro dia veio a onça e disse: — Tupã está me ajudando.				17	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 17, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	8	ba5e609d-72f3-40a8-8cb4-32d55e4b41dd	Iatɨcá tiãnha, oiúpirú úca (óca), ariré oçộ ãna.	Afincou as forquilhas, armou a casa.				8	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 8, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	9	6e5e5ec4-0d12-4f6a-ba61-2fbc157f5d0f	Amú ára riré çuaçú oúri, onhehẽ: — Tupãna opuraukệ oikộ ixệ arãma.	No outro dia veio o veado e disse: — Tupã está me ajudando.				12	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 12, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	10	b6121a09-7184-433e-860e-40a40346634c	Pupéca ậna óca, omunhã mukuĩ ocapí; iépé ixupé; amũ Tupãna çupé; oçộ ãna.	Cobriu a casa e fez dois cômodos: um para si, outro para Tupã.				13	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 13, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	11	9f34da9c-f21c-4be3-9c04-e25a27d51297	Amú ára opé, iauáraẹtệ omahã ramé opáua ãna óca, onhehẽ: — Tupãna çupé qué catú rẹtệ.	No outro dia, a onça achando a casa pronta, disse: — 				16	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 16, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	12	903ae4eb-a18c-45eb-a0dc-f2a90a5ac103	Opɨtá iépé oçapɨ upé, okệri úana (ãna).	Ocupou um cômodo, e pôs-se a dormir.				7	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 7, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	13	c2b9f682-6299-41a9-943f-5a0f6e6e3f31	Amú ára upé çuaçú oúri, opɨtá amú ocapí upé; okệri uãna (ãna).	No outro dia veio o veado, e ocupou o outro cômodo.				12	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 12, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	14	31a9ea8d-bc6b-4463-a8e6-eb4321bb276c	Amú ára opé aitá opáca; aitá oiumahã ramé, iauáraẹtệ onhehẽ çuaçú çupé: — Indệ será repuraukệ uahá cẹ irúmo?	No outro dia acordaram-se, e quando avistaram-se, a onça disse ao veado: — Era você que estava me ajudando?				19	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 19, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	15	920a32e2-44ee-4c10-8bb3-a22e25b6a200	Çuaçú oçuaxára: — Ixệ ahé tenhẽ.	O veado respondeu: — Era eu mesmo.				6	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 6, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	16	b1654478-814a-44f0-9787-af5257c50d66	Iauáraẹtệ onhehẽ: — Cuhɨre iaçộ iapɨtá iépé açú.	A onça disse: — Pois bem, agora vamos morar juntos.				8	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 8, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	17	d95640ff-8bfa-40b2-be55-d97b98c39c5e	Çuaçú oçuaxára: — Iaçộ.	O veado disse: — Vamos.				4	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 4, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	18	0c1aac26-6b34-47b8-b760-b6f41c465dd5	Amú ára upé iauáraẹtệ onhehẽ: — Xa çộ xa cahámunũ.	No outro dia a onça disse: — Eu vou caçar.				10	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 10, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	19	83b9d51f-2ac6-4ea9-8248-fd9de61cf83d	Indệ rẹiúcí quahá mɨrá rupitá itá; rerúri ɨ, iệpệá, maharẹcệ, xa cɨca curí ramé, cẹ iúmacɨ curí xa ikộ.	Você limpe os tocos, veja água, lenha, que eu ei de chegar com fome.				19	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 19, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	20	dad1d196-3371-4730-b241-1db5c36c8782	Oçộ cahá munú arãma, oiucá iepé çuaçú, orúri óca kití (kẹtệ), onhehẽ i irumuára çupé: — Rẹmungaturú ia u arãma.	Foi caçar, matou um veado muito grande, trouxe para casa e disse ao seu companheiro: — Apronta para nós jantarmos.				20	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 20, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	21	6c628a2c-ab7f-477f-b04f-adee841fe846	Çúaçú omungaturuãna; çaciára oikộ; intí óú; pitúna ocɨka ramé, intí okệri, ocekɨié oikộ iauáraẹtệ rẹcệ.	O veado aprontou, mas estava triste, não quis comer, e de noite não dormiu com medo de que a onça o pegasse.				15	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 15, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	22	cb0456c8-5d58-4643-81ba-567e17b05e1d	Amú ára upé, çuaçú oçộ cahamunũ, oiúiúantí amú iauáraẹtệ irúmo; ariré oiúiúantí tamanduá irúmo, onhehẽ tamanduá çupé: — Iauáraẹtệ onhehẽ oikộ puxí catú nẹ rẹcệ.	No outro dia o veado foi caçar, encontrou-se com outra onça grande e depois com um tamanduá; e disse ao tamanduá: — Onça está ali falando mal de você.				25	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 25, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
